,accident_type,day_of_week,dca_code,road_geometry,light_condition,speed_zone,severity,node_type,deg_urban_name,road_type,month,hour
78338,1,2,147,5,1,50.0,0,N,MELB_URBAN,BOULEVARD,5,17.0
78339,1,1,110,1,3,40.0,0,I,MELB_URBAN,STREET,5,19.0
78340,1,2,130,2,3,80.0,0,I,MELB_URBAN,ROAD,5,17.0
78341,4,2,181,5,5,80.0,0,N,RURAL_VICTORIA,ROAD,5,18.0
78342,2,2,100,1,3,40.0,0,I,MELB_URBAN,STREET,5,19.0
78343,1,1,113,2,2,50.0,0,I,LARGE_PROVINCIAL_CITIES,PARADE,5,6.0
78344,1,2,99,5,3,70.0,0,N,LARGE_PROVINCIAL_CITIES,ROAD,5,20.0
78345,1,1,130,5,1,60.0,0,N,MELB_URBAN,ROAD,4,11.0
78346,4,2,171,1,3,60.0,0,I,MELB_URBAN,BOULEVARD,5,19.0
78347,1,5,130,5,1,100.0,0,N,MELB_URBAN,FREEWAY,3,11.0
78348,1,2,121,1,3,80.0,0,I,MELB_URBAN,ROAD,5,23.0
78349,1,2,113,2,3,80.0,0,I,MELB_URBAN,HIGHWAY,5,22.0
78350,4,2,173,5,5,100.0,0,N,RURAL_VICTORIA,ROAD,5,23.0
78351,4,3,171,5,3,50.0,0,N,MELB_URBAN,AVENUE,5,2.0
78352,7,6,99,5,1,60.0,0,N,MELB_URBAN,ROAD,4,14.0
78353,1,1,121,1,1,50.0,0,I,MELB_URBAN,STREET,5,11.0
78354,1,6,130,1,1,50.0,0,I,MELB_URBAN,DRIVE,4,16.0
78355,1,3,130,5,3,60.0,0,N,SMALL_CITIES,DRIVE,5,4.0
78356,1,6,130,5,3,60.0,0,N,LARGE_PROVINCIAL_CITIES,ROAD,4,22.0
78357,4,2,99,2,1,100.0,0,I,RURAL_VICTORIA,ROAD,5,16.0
78358,1,2,110,1,3,50.0,0,I,MELB_URBAN,AVENUE,5,18.0
78359,1,3,113,2,1,60.0,0,N,MELB_URBAN,ROAD,5,7.0
78360,1,1,130,2,1,60.0,0,I,MELB_URBAN,ROAD,2,15.0
78361,1,2,110,1,1,60.0,0,I,LARGE_PROVINCIAL_CITIES,STREET,5,9.0
78362,1,2,130,5,2,60.0,0,N,MELB_URBAN,ROAD,5,6.0
78363,1,3,113,2,1,80.0,0,I,MELB_URBAN,HIGHWAY,5,8.0
78364,1,2,130,5,1,50.0,0,I,MELB_URBAN,AVENUE,4,17.0
78365,1,4,130,5,3,100.0,0,N,MELB_URBAN,OTHER,4,6.0
78366,1,3,121,1,1,60.0,0,I,SMALL_CITIES,STREET,5,12.0
78367,2,3,99,5,1,50.0,0,N,TOWNS,STREET,5,11.0
78368,1,3,147,5,1,40.0,0,N,MELB_URBAN,STREET,5,9.0
78369,6,4,184,2,1,80.0,0,I,RURAL_VICTORIA,ROAD,3,15.0
78370,4,3,99,1,1,80.0,0,N,MELB_URBAN,STREET,5,13.0
78371,4,3,181,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,5,9.0
78372,1,2,130,5,1,60.0,0,N,MELB_URBAN,ROAD,5,13.0
78373,1,3,147,5,1,60.0,0,N,SMALL_CITIES,ROAD,5,12.0
78374,1,5,163,5,1,50.0,0,N,MELB_URBAN,STREET,4,8.0
78375,4,3,183,5,1,100.0,1,N,RURAL_VICTORIA,HIGHWAY,5,9.0
78376,1,2,110,1,1,50.0,0,I,MELB_URBAN,STREET,5,7.0
78377,4,6,99,5,1,50.0,0,N,TOWNS,STREET,4,11.0
78378,1,3,111,1,1,80.0,0,I,MELB_URBAN,ROAD,5,14.0
78379,1,2,121,2,3,60.0,0,I,MELB_URBAN,BOULEVARD,5,20.0
78380,1,3,99,1,1,60.0,0,I,SMALL_CITIES,STREET,5,14.0
78381,1,3,140,5,1,60.0,0,N,SMALL_CITIES,HIGHWAY,3,13.0
78382,1,2,130,5,5,100.0,0,N,RURAL_VICTORIA,ROAD,5,19.0
78383,1,3,120,5,1,100.0,0,N,RURAL_VICTORIA,HIGHWAY,5,15.0
78384,1,3,130,4,1,60.0,0,I,MELB_URBAN,FREEWAY,5,17.0
78385,1,3,130,5,1,80.0,0,N,MELB_URBAN,OTHER,5,16.0
78386,1,3,121,1,1,60.0,0,I,MELB_URBAN,STREET,5,16.0
78387,1,3,121,4,1,60.0,0,I,SMALL_CITIES,RAMP,5,16.0
78388,1,3,99,5,6,50.0,0,I,MELB_URBAN,STREET,5,18.0
78389,1,3,134,2,1,70.0,0,I,MELB_URBAN,ROAD,5,9.0
78390,1,3,130,5,5,80.0,0,N,MELB_URBAN,HIGHWAY,5,17.0
78391,8,6,99,3,1,100.0,0,I,RURAL_VICTORIA,ROAD,8,16.0
78392,8,3,174,5,1,70.0,0,N,MELB_URBAN,ROAD,5,15.0
78393,1,3,121,1,3,60.0,0,I,MELB_URBAN,STREET,5,19.0
78394,6,3,174,2,3,60.0,0,I,MELB_URBAN,ROAD,5,17.0
78395,1,3,110,1,1,100.0,0,I,RURAL_VICTORIA,STREET,5,14.0
78396,1,3,130,5,5,50.0,0,N,MELB_URBAN,STREET,5,21.0
78397,1,3,133,5,1,60.0,0,N,MELB_URBAN,HIGHWAY,5,16.0
78398,6,2,174,2,3,60.0,0,I,MELB_URBAN,ROAD,5,17.0
78399,2,3,99,5,3,50.0,0,N,MELB_URBAN,DRIVE,5,22.0
78400,1,3,99,2,1,60.0,0,I,MELB_URBAN,ROAD,4,11.0
78401,4,4,171,5,5,100.0,0,N,RURAL_VICTORIA,AVENUE,5,5.0
78402,1,4,160,5,1,50.0,0,N,MELB_URBAN,STREET,5,7.0
78403,1,7,147,5,1,60.0,0,N,TOWNS,ROAD,4,17.0
78404,6,2,174,5,2,60.0,0,N,MELB_URBAN,ROAD,5,18.0
78405,1,3,132,1,1,60.0,0,I,MELB_URBAN,ROAD,5,9.0
78406,6,4,174,1,1,50.0,0,I,MELB_URBAN,STREET,5,8.0
78407,1,0,113,1,1,100.0,0,I,RURAL_VICTORIA,ROAD,4,16.0
78408,1,3,130,5,2,60.0,0,N,MELB_URBAN,ROAD,5,17.0
78409,1,4,113,2,1,80.0,0,I,MELB_URBAN,ROAD,5,10.0
78410,1,4,147,5,1,60.0,0,N,TOWNS,ROAD,5,8.0
78411,1,4,132,2,1,60.0,0,I,MELB_URBAN,ROAD,5,12.0
78412,2,3,100,1,1,70.0,0,N,MELB_URBAN,STREET,5,16.0
78413,1,4,121,1,1,60.0,0,I,MELB_URBAN,STREET,5,9.0
78414,1,4,116,2,1,60.0,0,I,MELB_URBAN,STREET,5,11.0
78415,4,4,171,2,1,50.0,0,I,MELB_URBAN,BOULEVARD,5,9.0
78416,1,4,134,5,1,50.0,0,N,MELB_URBAN,HIGHWAY,5,7.0
78417,1,3,111,1,9,60.0,0,I,MELB_URBAN,STREET,5,8.0
78418,5,1,99,1,1,100.0,0,I,RURAL_VICTORIA,ROAD,5,13.0
78419,2,4,100,5,1,50.0,0,N,SMALL_CITIES,OTHER,5,14.0
78420,1,4,121,2,1,60.0,0,I,RURAL_VICTORIA,ROAD,5,7.0
78421,4,4,171,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,5,14.0
78422,2,5,100,5,1,40.0,0,N,MELB_URBAN,STREET,4,11.0
78423,1,4,99,1,1,60.0,0,I,LARGE_PROVINCIAL_CITIES,ROAD,5,15.0
78424,1,3,130,5,1,60.0,0,N,MELB_URBAN,UNKNOWN,3,10.0
78425,1,4,99,5,1,50.0,0,N,SMALL_CITIES,HIGHWAY,5,14.0
78426,2,4,100,1,2,70.0,0,I,MELB_URBAN,BOULEVARD,5,16.0
78427,1,4,130,1,3,80.0,0,I,MELB_URBAN,ROAD,5,18.0
78428,1,3,135,5,5,100.0,0,N,RURAL_VICTORIA,OTHER,5,18.0
78429,1,4,130,5,3,70.0,0,N,LARGE_PROVINCIAL_CITIES,ROAD,5,18.0
78430,1,4,99,5,3,60.0,0,N,MELB_URBAN,ROAD,5,19.0
78431,1,4,110,1,3,50.0,0,I,MELB_URBAN,AVENUE,5,18.0
78432,1,4,110,1,2,70.0,0,I,SMALL_CITIES,PARADE,5,17.0
78433,2,3,102,1,2,60.0,0,I,MELB_URBAN,STREET,5,19.0
78434,1,4,121,1,3,60.0,0,I,MELB_URBAN,HIGHWAY,5,18.0
78435,1,4,110,1,3,80.0,0,I,MELB_URBAN,ROAD,5,21.0
78436,1,2,130,5,1,70.0,0,N,MELB_URBAN,ROAD,5,6.0
78437,4,4,171,5,3,80.0,0,N,MELB_URBAN,ROAD,5,4.0
78438,1,4,173,5,5,50.0,0,N,SMALL_CITIES,STREET,5,19.0
78439,8,4,170,5,1,60.0,0,N,MELB_URBAN,ROAD,5,7.0
78440,1,4,121,4,3,80.0,0,N,MELB_URBAN,RAMP,5,21.0
78441,1,5,110,1,2,100.0,0,I,RURAL_VICTORIA,AVENUE,5,7.0
78442,2,5,100,2,1,40.0,0,I,MELB_URBAN,STREET,5,9.0
78443,1,5,130,5,3,60.0,0,N,MELB_URBAN,ROAD,4,18.0
78444,2,5,100,5,1,60.0,0,N,LARGE_PROVINCIAL_CITIES,HIGHWAY,5,8.0
78445,4,6,181,5,9,50.0,0,N,MELB_URBAN,STREET,12,8.0
78446,1,5,99,5,1,50.0,0,N,MELB_URBAN,STREET,5,6.0
78447,2,5,100,2,1,50.0,0,I,MELB_URBAN,ROAD,5,9.0
78448,4,4,181,1,3,60.0,0,I,MELB_URBAN,ROAD,5,21.0
78449,3,4,167,5,1,100.0,0,N,RURAL_VICTORIA,OTHER,5,11.0
78450,1,5,160,5,1,60.0,1,N,MELB_URBAN,ROAD,5,7.0
78451,1,5,121,2,1,60.0,0,I,MELB_URBAN,ROAD,5,10.0
78452,1,3,163,5,1,40.0,0,N,MELB_URBAN,ROAD,5,8.0
78453,2,5,99,2,1,50.0,0,I,LARGE_PROVINCIAL_CITIES,STREET,5,10.0
78454,1,4,121,4,1,40.0,0,I,MELB_URBAN,ROAD,5,13.0
78455,1,5,133,1,1,70.0,0,I,MELB_URBAN,ROAD,5,11.0
78456,1,5,99,5,1,50.0,0,N,MELB_URBAN,ROAD,5,11.0
78457,4,4,181,5,1,60.0,0,N,MELB_URBAN,ROAD,5,12.0
78458,1,5,130,5,1,80.0,0,N,MELB_URBAN,UNKNOWN,5,12.0
78459,1,3,99,1,1,50.0,0,I,MELB_URBAN,OTHER,5,7.0
78460,1,5,130,1,1,70.0,0,I,MELB_URBAN,ROAD,5,13.0
78461,1,5,111,2,1,80.0,0,I,MELB_URBAN,ROAD,5,11.0
78462,4,6,173,5,3,60.0,0,I,MELB_URBAN,ROAD,4,18.0
78463,8,1,174,5,1,50.0,0,N,RURAL_VICTORIA,OTHER,4,11.0
78464,1,1,121,1,3,60.0,0,I,MELB_URBAN,ROAD,5,20.0
78465,2,5,100,2,1,60.0,0,I,MELB_URBAN,HIGHWAY,5,15.0
78466,1,5,121,2,1,50.0,0,I,MELB_URBAN,ROAD,5,16.0
78467,1,5,135,2,1,60.0,0,I,MELB_URBAN,PARADE,5,16.0
78468,1,5,99,5,1,60.0,0,N,MELB_URBAN,STREET,5,14.0
78469,6,4,174,5,9,60.0,0,N,MELB_URBAN,ROAD,5,22.0
78470,1,5,140,5,1,60.0,0,N,MELB_URBAN,ROAD,5,17.0
78471,1,5,133,5,3,60.0,0,N,MELB_URBAN,STREET,5,17.0
78472,2,5,102,2,3,50.0,0,I,LARGE_PROVINCIAL_CITIES,ROAD,5,19.0
78473,1,5,99,5,2,70.0,0,N,MELB_URBAN,STREET,5,17.0
78474,1,5,121,2,3,60.0,0,I,MELB_URBAN,ROAD,5,18.0
78475,1,4,130,5,1,80.0,0,N,MELB_URBAN,ROAD,4,13.0
78476,1,5,120,5,5,80.0,0,N,RURAL_VICTORIA,ROAD,5,17.0
78477,2,5,99,5,3,50.0,0,N,LARGE_PROVINCIAL_CITIES,ROAD,5,21.0
78478,8,5,99,2,3,60.0,0,N,LARGE_PROVINCIAL_CITIES,ROAD,5,19.0
78479,2,5,100,5,3,40.0,0,N,MELB_URBAN,ROAD,5,20.0
78480,4,5,181,5,1,50.0,0,N,MELB_URBAN,ROAD,5,14.0
78481,1,5,121,2,2,60.0,0,I,MELB_URBAN,ROAD,5,16.0
78482,1,4,110,1,1,80.0,0,I,MELB_URBAN,ROAD,5,16.0
78483,1,5,130,2,3,60.0,0,N,MELB_URBAN,ROAD,5,19.0
78484,1,5,130,5,3,60.0,0,N,MELB_URBAN,ROAD,5,17.0
78485,1,5,134,5,6,80.0,0,N,MELB_URBAN,HIGHWAY,5,5.0
78486,1,6,99,2,2,50.0,0,I,MELB_URBAN,OTHER,5,6.0
78487,1,6,110,1,1,60.0,0,I,MELB_URBAN,STREET,5,7.0
78488,1,6,99,2,1,80.0,0,I,RURAL_VICTORIA,ROAD,5,6.0
78489,1,5,163,5,1,40.0,0,N,MELBOURNE_CBD,STREET,5,8.0
78490,1,6,130,5,1,60.0,0,N,MELB_URBAN,ROAD,5,7.0
78491,1,0,130,1,1,60.0,0,I,MELB_URBAN,BOULEVARD,2,9.0
78492,1,6,130,1,1,80.0,0,I,MELB_URBAN,ROAD,5,8.0
78493,1,6,133,2,1,70.0,0,I,MELB_URBAN,ROAD,5,8.0
78494,4,5,181,5,1,80.0,0,N,RURAL_VICTORIA,ROAD,5,10.0
78495,1,6,121,1,1,60.0,0,I,MELB_URBAN,DRIVE,5,8.0
78496,1,6,110,1,1,80.0,0,I,RURAL_VICTORIA,ROAD,5,9.0
78497,4,5,181,2,1,100.0,0,I,RURAL_VICTORIA,ROAD,4,12.0
78498,1,6,130,5,1,80.0,0,N,MELB_URBAN,FREEWAY,5,10.0
78499,2,5,99,5,1,60.0,0,N,LARGE_PROVINCIAL_CITIES,STREET,5,12.0
78500,1,6,99,2,1,60.0,0,I,MELB_URBAN,DRIVE,5,9.0
78501,1,5,140,5,1,60.0,0,N,MELB_URBAN,ROAD,5,15.0
78502,1,5,140,5,1,70.0,0,N,MELB_URBAN,ROAD,5,11.0
78503,1,6,140,5,1,40.0,0,N,MELB_URBAN,ROAD,5,8.0
78504,2,6,100,2,1,40.0,0,I,MELB_URBAN,OTHER,5,11.0
78505,1,6,147,2,1,50.0,1,I,MELB_URBAN,STREET,5,13.0
78506,4,1,171,5,1,70.0,0,N,MELB_URBAN,ROAD,4,7.0
78507,1,5,99,5,1,100.0,0,N,RURAL_VICTORIA,HIGHWAY,5,10.0
78508,1,6,130,2,1,70.0,0,I,LARGE_PROVINCIAL_CITIES,ROAD,5,14.0
78509,1,3,121,1,3,60.0,0,I,LARGE_PROVINCIAL_CITIES,STREET,5,21.0
78510,2,5,100,5,1,50.0,0,N,SMALL_CITIES,STREET,5,14.0
78511,1,6,135,2,1,60.0,0,I,MELB_URBAN,ROAD,5,15.0
78512,8,4,174,5,1,50.0,0,N,MELB_URBAN,STREET,5,15.0
78513,1,6,110,1,2,50.0,0,I,MELB_URBAN,OTHER,5,17.0
78514,1,6,130,5,1,60.0,0,N,LARGE_PROVINCIAL_CITIES,HIGHWAY,5,17.0
78515,1,6,130,5,1,100.0,0,N,MELB_URBAN,FREEWAY,5,16.0
78516,1,6,147,2,2,60.0,0,I,MELB_URBAN,ROAD,5,19.0
78517,4,5,181,5,5,80.0,0,N,RURAL_VICTORIA,ROAD,5,18.0
78518,1,6,130,5,3,60.0,0,N,MELB_URBAN,ROAD,5,18.0
78519,1,6,113,2,3,60.0,0,I,MELB_URBAN,DRIVE,5,19.0
78520,4,6,173,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,5,17.0
78521,1,6,130,1,3,60.0,0,I,LARGE_PROVINCIAL_CITIES,STREET,5,18.0
78522,1,6,147,5,1,60.0,0,N,MELB_URBAN,ROAD,5,15.0
78523,1,6,121,2,3,60.0,0,I,MELB_URBAN,ROAD,5,19.0
78524,1,6,121,1,3,60.0,0,I,MELB_URBAN,ROAD,5,22.0
78525,1,4,130,5,1,100.0,0,N,MELB_URBAN,FREEWAY,12,17.0
78526,1,7,121,1,2,60.0,0,I,MELB_URBAN,ROAD,5,6.0
78527,1,7,113,2,2,100.0,0,I,RURAL_VICTORIA,HIGHWAY,5,7.0
78528,1,7,121,2,1,50.0,0,I,MELB_URBAN,OTHER,5,9.0
78529,1,6,111,2,3,60.0,0,I,MELB_URBAN,STREET,5,19.0
78530,6,7,99,5,1,50.0,0,N,MELB_URBAN,ROAD,5,10.0
78531,8,1,99,5,1,60.0,0,N,RURAL_VICTORIA,ROAD,4,12.0
78532,1,6,110,1,1,60.0,0,I,SMALL_CITIES,STREET,5,10.0
78533,1,7,99,1,1,40.0,0,I,MELB_URBAN,STREET,5,11.0
78534,1,7,130,5,1,80.0,0,N,MELB_URBAN,UNKNOWN,5,7.0
78535,1,7,121,2,1,60.0,0,I,MELB_URBAN,STREET,5,11.0
78536,1,6,147,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,5,11.0
78537,4,1,183,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,4,15.0
78538,1,6,130,2,1,80.0,0,I,MELB_URBAN,ROAD,5,15.0
78539,2,7,99,5,1,50.0,0,N,SMALL_TOWNS,STREET,5,13.0
78540,1,4,130,2,1,60.0,0,I,MELB_URBAN,AVENUE,4,10.0
78541,1,1,130,5,6,80.0,0,I,LARGE_PROVINCIAL_CITIES,ROAD,5,18.0
78542,1,6,121,2,3,70.0,0,I,TOWNS,ROAD,5,18.0
78543,1,7,147,5,1,50.0,0,N,SMALL_CITIES,AVENUE,5,14.0
78544,4,5,171,5,5,100.0,0,N,RURAL_VICTORIA,ROAD,5,19.0
78545,1,7,140,1,3,60.0,0,I,MELB_URBAN,STREET,5,19.0
78546,8,7,174,5,1,100.0,0,N,MELB_URBAN,OTHER,5,12.0
78547,1,7,120,5,5,80.0,0,N,RURAL_VICTORIA,OTHER,5,17.0
78548,4,7,181,5,5,100.0,0,N,RURAL_VICTORIA,ROAD,5,18.0
78549,6,7,184,5,1,60.0,0,N,RURAL_VICTORIA,OTHER,5,15.0
78550,8,7,174,5,1,60.0,0,N,MELB_URBAN,ROAD,5,15.0
78551,4,7,171,2,3,50.0,0,I,MELB_URBAN,DRIVE,5,22.0
78552,1,7,110,1,5,100.0,0,I,RURAL_VICTORIA,ROAD,5,22.0
78553,1,0,173,5,3,50.0,0,N,MELB_URBAN,ROAD,5,0.0
78554,1,7,130,5,1,50.0,0,N,MELB_URBAN,STREET,5,11.0
78555,1,1,120,5,2,60.0,0,N,MELB_URBAN,ROAD,5,6.0
78556,1,1,110,1,1,50.0,0,I,TOWNS,STREET,5,11.0
78557,6,7,99,5,1,100.0,0,N,RURAL_VICTORIA,OTHER,5,15.0
78558,1,5,121,4,1,60.0,0,I,MELB_URBAN,OTHER,5,15.0
78559,1,1,116,2,1,60.0,0,I,MELB_URBAN,STREET,5,11.0
78560,1,1,110,1,1,100.0,0,I,RURAL_VICTORIA,ROAD,5,10.0
78561,4,1,181,5,1,80.0,0,N,RURAL_VICTORIA,ROAD,5,12.0
78562,1,1,130,5,1,80.0,0,N,MELB_URBAN,ROAD,5,14.0
78563,1,1,132,5,1,80.0,0,N,RURAL_VICTORIA,ROAD,5,13.0
78564,2,7,100,5,3,50.0,0,N,MELB_URBAN,DRIVE,5,20.0
78565,2,5,102,1,1,60.0,0,I,MELB_URBAN,OTHER,5,8.0
78566,1,0,99,5,1,100.0,0,N,MELB_URBAN,FREEWAY,5,13.0
78567,1,1,132,5,1,80.0,0,N,RURAL_VICTORIA,ROAD,5,14.0
78568,4,1,181,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,5,14.0
78569,8,1,99,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,5,14.0
78570,1,0,121,1,1,80.0,0,I,MELB_URBAN,ROAD,5,13.0
78571,2,7,100,1,3,50.0,0,I,MELB_URBAN,ROAD,5,19.0
78572,1,1,121,2,1,70.0,0,I,MELB_URBAN,ROAD,5,16.0
78573,1,6,130,2,9,60.0,0,I,MELB_URBAN,HIGHWAY,3,18.0
78574,1,0,99,2,4,60.0,0,I,MELB_URBAN,ROAD,5,18.0
78575,4,1,183,5,5,80.0,0,N,RURAL_VICTORIA,ROAD,5,1.0
78576,1,1,110,1,3,60.0,0,I,RURAL_VICTORIA,STREET,5,18.0
78577,6,7,174,1,1,80.0,0,I,MELB_URBAN,ROAD,5,15.0
78578,1,1,99,1,5,100.0,0,I,RURAL_VICTORIA,ROAD,5,17.0
78579,1,1,160,5,3,60.0,0,N,SMALL_CITIES,HIGHWAY,5,18.0
78580,1,1,130,2,1,60.0,0,I,MELB_URBAN,ROAD,5,16.0
78581,2,1,102,5,1,60.0,0,N,MELB_URBAN,ROAD,5,13.0
78582,1,1,120,5,5,80.0,0,N,MELB_URBAN,ROAD,5,17.0
78583,1,0,121,2,1,70.0,0,I,SMALL_CITIES,BOULEVARD,5,13.0
78584,1,7,110,1,1,50.0,0,I,MELB_URBAN,PARADE,5,10.0
78585,4,1,183,5,5,80.0,0,N,TOWNS,ROAD,5,21.0
78586,7,0,99,2,9,50.0,0,I,MELB_URBAN,AVENUE,3,1.0
78587,4,1,183,5,3,80.0,0,N,MELB_URBAN,FREEWAY,5,23.0
78588,3,1,167,5,5,100.0,0,N,RURAL_VICTORIA,HIGHWAY,5,1.0
78589,1,3,110,1,1,50.0,0,I,MELB_URBAN,AVENUE,4,13.0
78590,1,7,99,2,1,50.0,0,I,MELB_URBAN,ROAD,5,15.0
78591,4,2,181,5,3,80.0,0,N,MELB_URBAN,RAMP,5,5.0
78592,1,2,121,5,1,60.0,0,N,MELB_URBAN,HIGHWAY,5,9.0
78593,1,2,121,1,1,60.0,0,I,MELB_URBAN,OTHER,5,8.0
78594,8,7,184,2,1,50.0,0,I,MELB_URBAN,STREET,5,14.0
78595,6,1,174,5,1,60.0,0,N,RURAL_VICTORIA,ROAD,5,14.0
78596,1,2,120,1,1,60.0,0,I,MELB_URBAN,PARADE,5,8.0
78597,3,2,167,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,5,7.0
78598,4,3,183,5,1,80.0,0,N,RURAL_VICTORIA,ROAD,4,15.0
78599,1,2,99,1,1,60.0,1,I,RURAL_VICTORIA,STREET,5,10.0
78600,1,1,120,5,1,60.0,0,N,RURAL_VICTORIA,BOULEVARD,5,10.0
78601,4,1,183,5,1,60.0,0,N,RURAL_VICTORIA,ROAD,10,11.0
78602,1,7,130,1,1,60.0,0,I,MELB_URBAN,OTHER,5,14.0
78603,6,1,99,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,5,12.0
78604,1,3,130,5,2,100.0,0,N,MELB_URBAN,UNKNOWN,5,6.0
78605,1,2,130,2,1,70.0,0,I,LARGE_PROVINCIAL_CITIES,ROAD,12,15.0
78606,6,2,174,5,1,60.0,0,N,RURAL_VICTORIA,ROAD,5,13.0
78607,2,2,99,2,1,40.0,0,I,MELB_URBAN,STREET,5,13.0
78608,1,2,130,5,1,60.0,0,N,MELB_URBAN,ROAD,5,10.0
78609,1,4,130,5,1,60.0,0,N,MELB_URBAN,FREEWAY,5,9.0
78610,2,1,100,5,1,40.0,0,N,SMALL_CITIES,STREET,5,14.0
78611,1,2,134,5,1,60.0,0,N,MELB_URBAN,STREET,5,8.0
78612,2,6,100,4,3,50.0,0,I,MELB_URBAN,STREET,5,18.0
78613,1,2,132,5,1,60.0,0,N,MELB_URBAN,HIGHWAY,9,7.0
78614,1,6,140,5,3,60.0,0,N,MELB_URBAN,ROAD,5,18.0
78615,1,2,130,1,1,60.0,0,I,SMALL_CITIES,DRIVE,5,16.0
78616,1,2,121,2,1,60.0,0,I,MELB_URBAN,ROAD,5,14.0
78617,1,3,140,5,1,60.0,0,N,MELB_URBAN,ROAD,8,14.0
78618,4,1,171,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,5,12.0
78619,8,2,174,2,3,60.0,0,I,MELB_URBAN,ROAD,5,18.0
78620,4,2,183,5,1,100.0,1,N,RURAL_VICTORIA,ROAD,5,14.0
78621,1,2,121,2,3,50.0,0,I,MELB_URBAN,OTHER,5,18.0
78622,1,2,160,5,1,60.0,0,N,MELB_URBAN,BOULEVARD,5,14.0
78623,4,2,173,5,3,80.0,0,N,MELB_URBAN,HIGHWAY,5,18.0
78624,2,2,100,2,3,60.0,1,I,MELB_URBAN,STREET,5,17.0
78625,1,1,130,5,2,80.0,0,N,RURAL_VICTORIA,ROAD,5,18.0
78626,6,1,184,5,1,60.0,0,N,RURAL_VICTORIA,ROAD,5,14.0
78627,2,5,102,2,1,40.0,0,N,MELB_URBAN,HIGHWAY,4,8.0
78628,1,4,130,5,3,80.0,0,N,MELB_URBAN,OTHER,5,22.0
78629,1,2,99,2,3,60.0,0,I,LARGE_PROVINCIAL_CITIES,ROAD,5,23.0
78630,1,3,110,1,3,60.0,0,I,LARGE_PROVINCIAL_CITIES,STREET,5,1.0
78631,1,2,99,1,1,60.0,0,I,LARGE_PROVINCIAL_CITIES,STREET,5,13.0
78632,6,2,174,1,3,60.0,0,I,LARGE_PROVINCIAL_CITIES,ROAD,5,20.0
78633,4,3,171,5,1,100.0,0,N,RURAL_VICTORIA,HIGHWAY,4,8.0
78634,1,4,130,2,9,80.0,0,N,MELB_URBAN,HIGHWAY,3,12.0
78635,1,3,120,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,5,8.0
78636,6,5,174,2,1,60.0,0,I,LARGE_PROVINCIAL_CITIES,ROAD,4,11.0
78637,1,3,130,1,1,80.0,0,I,MELB_URBAN,HIGHWAY,5,8.0
78638,8,4,174,5,1,60.0,0,N,LARGE_PROVINCIAL_CITIES,OTHER,5,10.0
78639,1,2,121,2,2,50.0,0,I,MELB_URBAN,STREET,5,17.0
78640,8,1,174,2,6,60.0,0,I,MELB_URBAN,STREET,4,21.0
78641,1,5,130,5,1,40.0,0,N,RURAL_VICTORIA,ROAD,4,12.0
78642,6,3,174,5,1,50.0,0,N,MELB_URBAN,PARADE,5,6.0
78643,1,2,132,2,1,60.0,0,I,LARGE_PROVINCIAL_CITIES,ROAD,4,12.0
78644,1,2,130,5,1,60.0,0,N,MELB_URBAN,OTHER,5,10.0
78645,4,0,171,5,3,40.0,0,N,MELB_URBAN,ROAD,5,0.0
78646,1,3,121,1,1,60.0,0,I,RURAL_VICTORIA,BOULEVARD,5,11.0
78647,1,4,130,2,9,60.0,0,I,MELB_URBAN,STREET,2,19.0
78648,1,2,130,1,1,40.0,0,I,MELB_URBAN,STREET,4,16.0
78649,4,3,183,5,1,80.0,0,N,RURAL_VICTORIA,ROAD,5,14.0
78650,1,3,130,5,1,70.0,0,N,MELB_URBAN,ROAD,5,12.0
78651,1,2,120,5,1,60.0,0,I,MELB_URBAN,ROAD,5,15.0
78652,1,2,99,5,9,100.0,0,N,MELB_URBAN,OTHER,5,7.0
78653,2,3,102,5,1,50.0,0,N,SMALL_CITIES,AVENUE,5,16.0
78654,1,4,121,2,1,50.0,0,I,MELB_URBAN,STREET,5,16.0
78655,1,3,130,5,2,70.0,0,N,MELB_URBAN,ROAD,5,17.0
78656,2,3,100,5,1,60.0,0,N,MELB_URBAN,ROAD,5,15.0
78657,1,2,121,2,3,70.0,0,I,LARGE_PROVINCIAL_CITIES,HIGHWAY,5,17.0
78658,1,3,132,1,3,60.0,0,I,MELB_URBAN,ROAD,5,18.0
78659,1,3,121,1,3,70.0,0,I,MELB_URBAN,ROAD,5,20.0
78660,1,3,121,4,3,60.0,0,I,MELB_URBAN,ROAD,5,22.0
78661,4,3,183,2,5,60.0,0,I,SMALL_TOWNS,STREET,5,23.0
78662,1,2,120,5,5,100.0,0,N,RURAL_VICTORIA,HIGHWAY,5,23.0
78663,1,3,110,1,1,60.0,0,I,MELB_URBAN,ROAD,5,14.0
