,accident_type,day_of_week,dca_code,road_geometry,light_condition,speed_zone,severity,node_type,deg_urban_name,road_type,month,hour
62718,4,5,171,2,3,50.0,0,I,MELB_URBAN,PARADE,4,20.0
62719,1,7,120,5,5,60.0,0,N,RURAL_VICTORIA,HIGHWAY,4,22.0
62720,1,2,130,1,1,80.0,0,I,MELB_URBAN,HIGHWAY,4,17.0
62721,1,6,99,2,1,50.0,0,I,MELB_URBAN,ROAD,4,17.0
62722,1,5,121,2,3,60.0,0,I,MELB_URBAN,ROAD,4,22.0
62723,4,5,171,5,3,40.0,0,N,MELBOURNE_CBD,STREET,4,21.0
62724,1,6,133,4,3,70.0,0,N,MELB_URBAN,ROAD,4,21.0
62725,4,7,183,5,5,110.0,0,N,RURAL_VICTORIA,FREEWAY,4,2.0
62726,1,7,160,5,3,60.0,0,N,MELB_URBAN,ROAD,4,3.0
62727,3,6,167,5,5,110.0,0,N,RURAL_VICTORIA,FREEWAY,4,4.0
62728,3,7,167,5,5,110.0,0,N,RURAL_VICTORIA,HIGHWAY,4,5.0
62729,1,6,99,5,1,60.0,0,N,SMALL_CITIES,STREET,4,11.0
62730,1,6,121,1,1,60.0,0,I,LARGE_PROVINCIAL_CITIES,STREET,4,10.0
62731,2,5,100,5,9,60.0,0,N,MELB_URBAN,ROAD,4,17.0
62732,2,7,99,5,3,60.0,0,N,TOWNS,STREET,4,1.0
62733,8,7,99,2,1,50.0,0,I,SMALL_TOWNS,STREET,4,11.0
62734,1,7,121,2,1,80.0,0,I,MELB_URBAN,HIGHWAY,4,13.0
62735,1,7,99,5,1,40.0,0,N,TOWNS,ROAD,4,11.0
62736,1,7,113,2,1,60.0,0,I,MELB_URBAN,ROAD,4,12.0
62737,1,6,121,1,1,60.0,0,I,LARGE_PROVINCIAL_CITIES,STREET,4,14.0
62738,1,7,99,1,1,60.0,0,I,MELB_URBAN,AVENUE,4,13.0
62739,1,7,130,2,1,60.0,0,I,MELB_URBAN,ROAD,4,7.0
62740,1,6,121,1,1,50.0,0,I,MELB_URBAN,STREET,4,17.0
62741,4,7,181,5,1,100.0,0,N,RURAL_VICTORIA,HIGHWAY,4,11.0
62742,1,6,130,1,1,60.0,0,I,MELB_URBAN,HIGHWAY,4,15.0
62743,8,7,174,2,1,60.0,0,I,MELB_URBAN,STREET,4,8.0
62744,4,6,171,5,1,80.0,0,N,MELB_URBAN,ROAD,4,16.0
62745,6,7,174,5,1,60.0,0,N,RURAL_VICTORIA,ROAD,4,13.0
62746,5,7,99,2,1,80.0,0,N,MELB_URBAN,ROAD,4,14.0
62747,1,7,121,1,1,60.0,0,I,MELB_URBAN,HIGHWAY,4,16.0
62748,1,7,130,2,1,80.0,0,I,MELB_URBAN,HIGHWAY,4,16.0
62749,1,6,110,4,3,50.0,0,I,MELB_URBAN,STREET,4,22.0
62750,4,7,181,5,3,50.0,0,N,MELB_URBAN,PARADE,4,18.0
62751,1,7,130,2,3,60.0,0,I,MELB_URBAN,DRIVE,4,18.0
62752,3,7,167,5,5,100.0,0,N,RURAL_VICTORIA,ROAD,4,1.0
62753,1,7,113,2,5,70.0,0,I,MELB_URBAN,ROAD,4,18.0
62754,1,2,134,5,9,60.0,0,N,MELB_URBAN,STREET,4,8.0
62755,4,7,171,5,1,100.0,1,N,RURAL_VICTORIA,DRIVE,4,14.0
62756,1,7,134,5,3,70.0,0,N,MELB_URBAN,ROAD,4,18.0
62757,4,0,181,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,4,9.0
62758,1,5,130,1,3,60.0,0,I,MELB_URBAN,ROAD,4,19.0
62759,1,7,99,2,3,50.0,0,N,MELB_URBAN,BOULEVARD,4,19.0
62760,1,6,110,1,3,50.0,0,I,MELB_URBAN,ROAD,4,18.0
62761,1,1,110,4,1,60.0,0,N,MELB_URBAN,RAMP,4,12.0
62762,4,6,171,5,5,80.0,0,N,RURAL_VICTORIA,ROAD,4,19.0
62763,2,7,102,1,3,60.0,0,I,MELB_URBAN,STREET,4,21.0
62764,4,7,173,5,5,100.0,0,N,RURAL_VICTORIA,ROAD,4,21.0
62765,1,7,140,2,3,60.0,0,I,SMALL_CITIES,STREET,4,21.0
62766,1,1,121,1,3,60.0,0,I,MELB_URBAN,ROAD,4,0.0
62767,1,0,99,5,3,70.0,0,N,MELB_URBAN,ROAD,4,1.0
62768,4,0,181,5,5,100.0,0,N,RURAL_VICTORIA,ROAD,4,1.0
62769,1,4,110,1,1,60.0,0,I,LARGE_PROVINCIAL_CITIES,STREET,3,18.0
62770,2,5,100,5,3,60.0,0,N,MELB_URBAN,STREET,4,0.0
62771,6,1,99,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,4,8.0
62772,4,0,181,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,4,10.0
62773,1,1,130,5,1,80.0,0,N,MELB_URBAN,HIGHWAY,4,12.0
62774,1,1,111,1,1,50.0,0,I,MELB_URBAN,STREET,4,12.0
62775,1,1,130,5,1,50.0,0,N,MELB_URBAN,STREET,4,11.0
62776,1,1,135,2,1,70.0,0,I,MELB_URBAN,ROAD,4,12.0
62777,1,1,99,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,4,10.0
62778,6,1,99,1,1,100.0,0,I,RURAL_VICTORIA,ROAD,4,8.0
62779,1,1,110,1,1,100.0,0,I,RURAL_VICTORIA,ROAD,4,11.0
62780,4,6,171,5,1,80.0,0,N,RURAL_VICTORIA,HIGHWAY,3,17.0
62781,8,1,99,5,1,80.0,0,N,MELB_URBAN,RAMP,4,12.0
62782,1,1,160,5,1,60.0,0,N,RURAL_VICTORIA,DRIVE,4,12.0
62783,1,1,113,2,1,100.0,0,I,RURAL_VICTORIA,ROAD,4,12.0
62784,2,3,99,5,1,50.0,0,N,TOWNS,STREET,4,13.0
62785,1,0,121,5,1,60.0,0,N,MELB_URBAN,HIGHWAY,4,14.0
62786,1,1,134,2,1,70.0,0,I,LARGE_PROVINCIAL_CITIES,ROAD,4,14.0
62787,1,1,113,2,1,50.0,0,I,MELB_URBAN,AVENUE,4,14.0
62788,1,0,121,2,1,60.0,0,I,MELB_URBAN,ROAD,4,12.0
62789,1,0,121,2,2,60.0,0,I,MELB_URBAN,ROAD,4,17.0
62790,1,0,121,1,1,50.0,0,I,MELB_URBAN,STREET,4,14.0
62791,1,1,130,5,1,70.0,0,N,MELB_URBAN,ROAD,4,17.0
62792,4,1,183,5,1,100.0,0,N,RURAL_VICTORIA,HIGHWAY,4,17.0
62793,1,1,99,5,1,60.0,1,N,RURAL_VICTORIA,ROAD,4,13.0
62794,8,5,174,2,9,60.0,0,I,MELB_URBAN,ROAD,4,18.0
62795,1,1,135,5,3,80.0,0,N,MELB_URBAN,FREEWAY,4,18.0
62796,2,1,102,2,1,60.0,0,I,MELB_URBAN,ROAD,4,17.0
62797,1,1,130,5,1,60.0,0,N,MELB_URBAN,ROAD,4,14.0
62798,6,1,99,5,1,60.0,0,N,RURAL_VICTORIA,OTHER,4,16.0
62799,1,0,99,1,3,80.0,0,I,MELB_URBAN,ROAD,4,19.0
62800,1,1,113,2,1,60.0,0,I,MELB_URBAN,STREET,4,15.0
62801,1,1,116,2,3,70.0,0,I,MELB_URBAN,ROAD,4,22.0
62802,1,0,130,2,3,40.0,0,I,MELBOURNE_CBD,STREET,4,22.0
62803,4,0,173,5,5,80.0,0,N,RURAL_VICTORIA,ROAD,4,2.0
62804,8,4,174,5,1,30.0,0,N,MELBOURNE_CBD,STREET,4,10.0
62805,4,2,171,1,3,60.0,0,I,MELB_URBAN,ROAD,4,3.0
62806,4,2,183,5,5,100.0,0,N,RURAL_VICTORIA,ROAD,4,2.0
62807,8,1,99,5,1,60.0,0,N,RURAL_VICTORIA,ROAD,4,14.0
62808,1,1,130,1,1,60.0,0,I,LARGE_PROVINCIAL_CITIES,STREET,4,12.0
62809,1,5,121,2,1,40.0,0,I,MELB_URBAN,STREET,4,15.0
62810,4,2,173,2,3,60.0,0,I,MELB_URBAN,ROAD,4,5.0
62811,1,2,99,1,1,60.0,0,I,MELB_URBAN,ROAD,3,18.0
62812,6,4,184,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,10,14.0
62813,3,1,167,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,4,15.0
62814,1,1,160,5,3,50.0,0,N,TOWNS,STREET,4,19.0
62815,1,2,140,5,1,100.0,0,N,RURAL_VICTORIA,HIGHWAY,4,10.0
62816,1,2,121,1,1,50.0,0,I,SMALL_CITIES,PARADE,4,12.0
62817,1,2,121,1,1,80.0,0,I,MELB_URBAN,ROAD,4,11.0
62818,2,2,102,5,1,50.0,0,N,LARGE_PROVINCIAL_CITIES,STREET,4,10.0
62819,1,2,110,1,1,60.0,0,I,LARGE_PROVINCIAL_CITIES,STREET,4,10.0
62820,1,1,121,1,3,60.0,0,I,LARGE_PROVINCIAL_CITIES,STREET,4,22.0
62821,1,1,121,1,1,60.0,0,I,MELB_URBAN,HIGHWAY,4,12.0
62822,2,2,99,5,1,50.0,0,N,TOWNS,UNKNOWN,4,12.0
62823,8,2,174,1,1,60.0,0,I,SMALL_CITIES,STREET,4,8.0
62824,4,2,99,2,1,60.0,0,I,MELB_URBAN,ROAD,4,14.0
62825,1,4,130,2,6,40.0,0,I,MELB_URBAN,DRIVE,4,18.0
62826,4,5,171,5,1,100.0,0,N,SMALL_TOWNS,FREEWAY,4,13.0
62827,1,2,130,1,1,60.0,0,I,MELB_URBAN,PARADE,4,16.0
62828,1,2,130,1,1,60.0,0,I,MELB_URBAN,ROAD,4,15.0
62829,8,3,174,5,1,40.0,0,N,MELB_URBAN,ROAD,2,11.0
62830,1,2,110,1,2,60.0,0,I,MELB_URBAN,BOULEVARD,4,17.0
62831,1,2,121,1,3,80.0,0,I,MELB_URBAN,HIGHWAY,4,18.0
62832,1,1,120,5,5,80.0,0,N,MELB_URBAN,HIGHWAY,4,19.0
62833,4,2,181,5,1,100.0,0,N,RURAL_VICTORIA,HIGHWAY,4,13.0
62834,4,2,171,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,4,16.0
62835,4,2,173,2,1,50.0,0,I,MELB_URBAN,STREET,4,17.0
62836,5,2,99,5,5,110.0,0,N,TOWNS,FREEWAY,4,19.0
62837,4,2,99,2,3,80.0,0,I,RURAL_VICTORIA,ROAD,4,5.0
62838,1,2,121,2,1,60.0,0,I,MELB_URBAN,STREET,4,17.0
62839,1,2,147,2,1,50.0,0,N,MELB_URBAN,PARADE,4,13.0
62840,1,2,171,2,3,80.0,0,I,LARGE_PROVINCIAL_CITIES,ROAD,4,23.0
62841,1,7,120,5,1,60.0,0,N,MELB_URBAN,ROAD,4,12.0
62842,4,3,171,5,5,110.0,0,N,RURAL_VICTORIA,FREEWAY,4,3.0
62843,1,2,121,5,1,60.0,0,N,MELB_URBAN,OTHER,4,6.0
62844,1,3,99,5,1,50.0,0,N,MELB_URBAN,STREET,4,8.0
62845,1,3,160,5,1,70.0,1,N,MELB_URBAN,ROAD,4,6.0
62846,8,4,174,1,3,50.0,0,I,MELB_URBAN,STREET,4,21.0
62847,6,3,174,5,1,80.0,0,N,MELB_URBAN,HIGHWAY,4,9.0
62848,8,6,174,5,2,60.0,0,N,RURAL_VICTORIA,ROAD,4,17.0
62849,1,3,99,2,1,60.0,0,I,MELB_URBAN,ROAD,4,9.0
62850,1,2,121,2,1,60.0,0,I,MELB_URBAN,OTHER,4,11.0
62851,4,7,171,5,1,50.0,0,N,MELB_URBAN,OTHER,1,8.0
62852,6,3,174,5,1,80.0,0,N,MELB_URBAN,ROAD,4,11.0
62853,5,6,99,5,1,60.0,0,N,RURAL_VICTORIA,OTHER,4,15.0
62854,1,3,130,2,1,40.0,0,N,LARGE_PROVINCIAL_CITIES,STREET,4,10.0
62855,5,7,99,5,9,60.0,0,N,RURAL_VICTORIA,ROAD,4,14.0
62856,1,2,130,2,9,60.0,0,I,MELB_URBAN,STREET,4,18.0
62857,1,7,120,3,1,60.0,0,I,MELB_URBAN,ROAD,4,12.0
62858,1,6,99,1,1,100.0,0,I,RURAL_VICTORIA,ROAD,4,17.0
62859,1,6,121,2,1,80.0,0,I,LARGE_PROVINCIAL_CITIES,STREET,4,14.0
62860,2,3,99,5,6,40.0,0,N,SMALL_CITIES,STREET,4,4.0
62861,1,6,116,2,1,50.0,0,I,MELB_URBAN,ROAD,4,17.0
62862,6,6,174,2,3,60.0,0,I,RURAL_VICTORIA,STREET,4,19.0
62863,1,4,130,5,9,100.0,0,N,MELB_URBAN,RAMP,4,5.0
62864,8,1,99,1,1,100.0,0,I,RURAL_VICTORIA,ROAD,4,16.0
62865,1,1,99,5,1,40.0,0,N,MELB_URBAN,STREET,4,15.0
62866,1,3,130,5,1,80.0,0,N,MELB_URBAN,HIGHWAY,4,13.0
62867,1,2,113,1,1,50.0,0,I,MELB_URBAN,STREET,4,11.0
62868,1,3,130,5,1,80.0,0,N,RURAL_VICTORIA,ROAD,4,14.0
62869,1,2,130,2,1,80.0,0,I,MELB_URBAN,FREEWAY,4,16.0
62870,4,2,99,5,1,50.0,0,N,MELB_URBAN,AVENUE,4,14.0
62871,8,2,174,5,1,60.0,0,N,MELB_URBAN,ROAD,4,8.0
62872,1,5,113,2,1,100.0,0,I,RURAL_VICTORIA,ROAD,4,9.0
62873,1,3,130,5,9,60.0,0,N,MELB_URBAN,OTHER,4,18.0
62874,2,3,100,1,3,40.0,0,I,MELB_URBAN,STREET,4,19.0
62875,1,2,99,5,3,60.0,0,N,MELB_URBAN,ROAD,4,18.0
62876,8,3,99,5,3,60.0,0,N,MELB_URBAN,PARADE,4,19.0
62877,1,5,130,5,1,80.0,0,N,MELB_URBAN,HIGHWAY,4,15.0
62878,1,3,130,5,1,50.0,0,N,MELB_URBAN,STREET,4,18.0
62879,1,2,147,5,1,60.0,0,N,MELB_URBAN,ROAD,4,15.0
62880,2,3,99,2,1,70.0,0,I,MELB_URBAN,ROAD,4,16.0
62881,3,6,167,5,1,60.0,0,N,RURAL_VICTORIA,OTHER,3,11.0
62882,1,2,130,5,3,60.0,0,N,MELB_URBAN,FREEWAY,4,23.0
62883,1,3,147,5,3,50.0,0,N,RURAL_VICTORIA,ROAD,4,19.0
62884,1,3,121,1,3,60.0,0,I,MELB_URBAN,DRIVE,4,23.0
62885,1,4,130,5,2,60.0,0,N,MELB_URBAN,RAMP,4,18.0
62886,1,4,121,1,1,70.0,0,N,MELB_URBAN,STREET,4,7.0
62887,1,2,160,5,1,60.0,0,N,SMALL_CITIES,STREET,4,15.0
62888,4,4,181,5,5,100.0,0,N,RURAL_VICTORIA,ROAD,4,4.0
62889,1,2,110,1,1,50.0,0,I,LARGE_PROVINCIAL_CITIES,STREET,3,9.0
62890,4,1,171,5,5,100.0,0,N,RURAL_VICTORIA,HIGHWAY,3,0.0
62891,1,4,130,5,1,70.0,0,N,MELB_URBAN,ROAD,4,8.0
62892,1,3,121,2,1,60.0,0,I,MELB_URBAN,ROAD,4,7.0
62893,1,4,121,5,1,60.0,0,N,MELB_URBAN,ROAD,4,8.0
62894,1,2,130,5,3,50.0,0,N,MELB_URBAN,ROAD,4,18.0
62895,1,3,120,5,1,90.0,0,N,TOWNS,HIGHWAY,4,6.0
62896,2,4,100,2,1,50.0,0,I,MELB_URBAN,STREET,4,8.0
62897,1,5,130,1,9,60.0,0,I,MELB_URBAN,DRIVE,4,17.0
62898,6,4,174,5,1,60.0,0,N,MELB_URBAN,ROAD,4,8.0
62899,1,3,163,5,2,60.0,0,N,MELB_URBAN,ROAD,4,17.0
62900,8,4,174,2,1,80.0,0,N,SMALL_CITIES,HIGHWAY,4,11.0
62901,1,3,121,2,1,60.0,0,I,MELB_URBAN,ROAD,4,8.0
62902,2,4,100,4,1,80.0,0,I,MELB_URBAN,ROAD,4,10.0
62903,1,3,99,2,2,80.0,0,I,RURAL_VICTORIA,STREET,4,17.0
62904,2,4,100,1,1,40.0,0,I,MELB_URBAN,STREET,4,12.0
62905,1,4,135,5,1,100.0,0,N,MELB_URBAN,ROAD,4,9.0
62906,1,4,121,2,1,80.0,0,I,SMALL_CITIES,ROAD,4,13.0
62907,1,7,130,1,1,60.0,0,I,MELB_URBAN,ROAD,4,15.0
62908,1,4,130,5,1,60.0,0,N,MELB_URBAN,ROAD,4,8.0
62909,3,5,167,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,2,8.0
62910,6,1,99,5,1,80.0,0,N,RURAL_VICTORIA,ROAD,3,10.0
62911,1,1,130,1,1,80.0,0,I,MELB_URBAN,ROAD,4,13.0
62912,6,2,174,5,1,60.0,0,N,LARGE_PROVINCIAL_CITIES,STREET,3,17.0
62913,1,6,130,5,2,60.0,0,N,MELB_URBAN,ROAD,4,6.0
62914,1,4,130,2,1,60.0,0,I,MELB_URBAN,ROAD,4,13.0
62915,1,3,110,1,3,60.0,0,I,MELB_URBAN,ROAD,4,18.0
62916,4,6,181,5,1,80.0,0,N,RURAL_VICTORIA,ROAD,4,15.0
62917,1,7,99,1,9,70.0,0,I,MELB_URBAN,ROAD,4,17.0
62918,1,4,110,1,1,60.0,0,I,MELB_URBAN,ROAD,4,13.0
62919,1,3,130,5,3,80.0,0,N,MELB_URBAN,ROAD,4,19.0
62920,1,3,121,2,1,80.0,0,I,RURAL_VICTORIA,ROAD,4,16.0
62921,1,4,130,5,1,40.0,0,N,MELB_URBAN,ROAD,4,14.0
62922,1,4,130,5,3,50.0,0,N,MELB_URBAN,ROAD,4,21.0
62923,1,3,130,2,1,60.0,0,I,MELB_URBAN,STREET,4,17.0
62924,1,4,130,5,3,110.0,0,N,RURAL_VICTORIA,FREEWAY,4,20.0
62925,2,4,99,2,3,50.0,0,I,MELB_URBAN,DRIVE,4,19.0
62926,1,7,99,2,1,100.0,0,N,RURAL_VICTORIA,ROAD,4,12.0
62927,1,3,130,5,1,100.0,0,N,MELB_URBAN,FREEWAY,4,17.0
62928,4,4,99,2,3,60.0,0,I,MELB_URBAN,ROAD,4,23.0
62929,2,1,102,5,1,70.0,0,N,MELB_URBAN,STREET,4,11.0
62930,7,5,99,2,3,50.0,0,I,MELB_URBAN,BOULEVARD,4,1.0
62931,1,5,121,2,3,50.0,0,I,MELB_URBAN,ROAD,4,6.0
62932,3,4,167,5,5,100.0,0,N,RURAL_VICTORIA,ROAD,4,19.0
62933,1,5,133,5,2,100.0,0,N,MELB_URBAN,RAMP,4,6.0
62934,4,5,183,5,2,100.0,0,N,RURAL_VICTORIA,ROAD,4,7.0
62935,2,6,99,1,9,40.0,0,I,MELB_URBAN,STREET,4,16.0
62936,1,1,99,1,1,50.0,0,I,MELB_URBAN,STREET,4,14.0
62937,2,1,99,2,1,60.0,0,I,RURAL_VICTORIA,ROAD,4,13.0
62938,1,3,140,5,1,50.0,0,N,SMALL_CITIES,STREET,4,16.0
62939,1,2,130,1,3,60.0,0,I,MELB_URBAN,ROAD,4,19.0
62940,6,7,174,5,1,50.0,0,N,MELB_URBAN,STREET,4,12.0
62941,1,5,110,1,1,50.0,0,I,LARGE_PROVINCIAL_CITIES,STREET,4,8.0
62942,4,4,171,5,1,80.0,0,N,RURAL_VICTORIA,HIGHWAY,4,10.0
62943,1,4,110,1,1,50.0,0,I,MELB_URBAN,STREET,4,10.0
62944,2,3,99,5,1,30.0,0,N,SMALL_CITIES,STREET,4,16.0
62945,1,4,121,2,1,80.0,0,I,MELB_URBAN,ROAD,4,10.0
62946,1,5,121,2,1,80.0,0,I,MELB_URBAN,ROAD,4,8.0
62947,1,5,121,2,1,80.0,0,I,MELB_URBAN,ROAD,4,11.0
62948,4,4,171,2,1,50.0,0,I,MELB_URBAN,STREET,4,10.0
62949,1,5,130,5,1,60.0,0,N,LARGE_PROVINCIAL_CITIES,OTHER,4,9.0
62950,1,5,99,5,1,40.0,0,N,MELB_URBAN,STREET,4,13.0
62951,1,5,130,1,1,70.0,0,I,MELB_URBAN,ROAD,4,5.0
62952,2,6,100,1,4,60.0,0,I,MELB_URBAN,ROAD,4,21.0
62953,1,6,130,1,1,60.0,0,I,LARGE_PROVINCIAL_CITIES,AVENUE,3,8.0
62954,1,5,121,1,1,50.0,0,I,LARGE_PROVINCIAL_CITIES,STREET,4,15.0
62955,6,2,184,5,1,100.0,0,N,RURAL_VICTORIA,UNKNOWN,4,15.0
62956,8,1,99,5,1,60.0,0,N,RURAL_VICTORIA,ROAD,4,14.0
62957,1,5,120,5,1,80.0,0,N,MELB_URBAN,ROAD,4,14.0
62958,1,5,113,1,3,50.0,0,I,SMALL_CITIES,STREET,4,18.0
62959,1,4,110,1,1,60.0,0,I,MELB_URBAN,PARADE,4,12.0
62960,1,5,120,2,3,60.0,0,I,MELB_URBAN,ROAD,4,19.0
62961,1,6,120,5,1,100.0,0,N,RURAL_VICTORIA,UNKNOWN,4,10.0
62962,1,5,130,5,3,60.0,0,N,MELB_URBAN,HIGHWAY,4,18.0
62963,4,5,181,5,1,80.0,0,N,RURAL_VICTORIA,ROAD,4,13.0
62964,1,5,99,1,2,50.0,0,I,MELB_URBAN,STREET,4,19.0
62965,4,4,171,5,5,100.0,0,N,RURAL_VICTORIA,HIGHWAY,4,17.0
62966,2,4,100,2,1,80.0,0,I,MELB_URBAN,ROAD,4,16.0
62967,1,3,99,1,1,50.0,0,I,MELB_URBAN,STREET,4,16.0
62968,1,5,130,1,1,60.0,0,I,SMALL_CITIES,STREET,4,12.0
62969,1,5,130,5,1,60.0,0,N,MELB_URBAN,ROAD,4,17.0
62970,1,5,116,2,5,100.0,0,N,RURAL_VICTORIA,ROAD,4,18.0
62971,1,6,99,2,1,60.0,0,I,MELB_URBAN,ROAD,3,11.0
62972,1,4,130,5,5,110.0,0,N,RURAL_VICTORIA,FREEWAY,4,4.0
62973,1,4,110,1,3,60.0,0,I,MELB_URBAN,DRIVE,4,22.0
62974,1,3,160,5,3,60.0,0,N,MELB_URBAN,ROAD,4,23.0
62975,1,6,130,1,2,80.0,0,I,MELB_URBAN,HIGHWAY,4,6.0
62976,1,5,121,1,2,60.0,0,I,MELB_URBAN,ROAD,4,7.0
62977,4,6,171,5,5,80.0,0,N,MELB_URBAN,ROAD,4,5.0
62978,1,6,130,5,3,60.0,0,N,MELB_URBAN,STREET,4,6.0
62979,1,4,130,1,3,60.0,0,I,MELB_URBAN,ROAD,4,20.0
62980,4,6,171,5,5,100.0,0,N,RURAL_VICTORIA,ROAD,4,6.0
62981,1,6,113,2,1,80.0,0,I,RURAL_VICTORIA,ROAD,4,8.0
62982,1,6,99,5,1,40.0,0,N,MELBOURNE_CBD,STREET,4,8.0
62983,1,6,120,5,2,110.0,1,N,RURAL_VICTORIA,FREEWAY,4,6.0
62984,4,6,171,5,1,60.0,0,N,MELB_URBAN,ROAD,4,9.0
62985,1,5,135,5,1,100.0,0,N,MELB_URBAN,ROAD,4,9.0
62986,5,5,99,5,5,100.0,0,I,RURAL_VICTORIA,ROAD,4,19.0
62987,1,5,99,2,1,60.0,0,I,MELB_URBAN,ROAD,4,9.0
62988,1,6,99,2,1,60.0,0,I,MELB_URBAN,ROAD,4,10.0
62989,1,5,113,2,1,60.0,0,I,RURAL_VICTORIA,ROAD,4,12.0
62990,1,6,113,2,1,70.0,0,I,LARGE_PROVINCIAL_CITIES,OTHER,4,10.0
62991,8,6,174,5,3,80.0,0,N,MELB_URBAN,ROAD,4,22.0
62992,4,5,99,2,3,60.0,0,I,TOWNS,STREET,4,22.0
62993,1,6,130,5,1,100.0,0,N,RURAL_VICTORIA,OTHER,4,11.0
62994,1,5,134,5,1,80.0,0,N,MELB_URBAN,RAMP,4,7.0
62995,6,6,99,5,1,80.0,0,N,MELB_URBAN,ROAD,4,13.0
62996,1,4,130,5,1,60.0,0,N,MELB_URBAN,STREET,1,17.0
62997,1,6,135,5,1,60.0,0,N,MELB_URBAN,STREET,4,13.0
62998,3,1,167,5,5,100.0,0,N,RURAL_VICTORIA,HIGHWAY,3,21.0
62999,1,6,121,2,1,60.0,0,I,SMALL_CITIES,DRIVE,4,15.0
63000,1,4,111,2,9,70.0,0,I,MELB_URBAN,ROAD,4,17.0
63001,2,6,102,1,1,60.0,0,I,MELB_URBAN,ROAD,4,15.0
63002,4,6,171,5,1,60.0,0,N,MELB_URBAN,ROAD,4,15.0
63003,1,7,110,1,1,50.0,0,I,TOWNS,STREET,4,14.0
63004,4,6,171,4,1,80.0,0,I,MELB_URBAN,FREEWAY,4,12.0
63005,4,6,181,5,1,100.0,0,N,RURAL_VICTORIA,HIGHWAY,4,14.0
63006,3,7,167,5,5,100.0,0,N,RURAL_VICTORIA,ROAD,4,21.0
63007,2,6,100,1,1,40.0,0,I,MELB_URBAN,ROAD,4,16.0
63008,1,5,121,2,1,60.0,0,I,MELB_URBAN,ROAD,4,16.0
63009,1,6,120,5,1,100.0,0,N,RURAL_VICTORIA,HIGHWAY,4,17.0
63010,1,6,99,5,2,60.0,0,N,MELB_URBAN,ROAD,4,17.0
63011,1,6,135,2,1,60.0,0,N,MELB_URBAN,ROAD,4,13.0
63012,1,5,120,5,2,50.0,0,N,TOWNS,STREET,4,16.0
63013,8,6,99,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,4,15.0
63014,4,6,99,1,3,60.0,0,I,SMALL_CITIES,STREET,4,18.0
63015,2,6,102,1,1,60.0,0,I,SMALL_CITIES,OTHER,4,14.0
63016,1,4,121,4,3,60.0,0,I,MELB_URBAN,STREET,4,19.0
63017,1,7,121,2,3,80.0,0,I,MELB_URBAN,HIGHWAY,12,21.0
63018,1,5,99,5,1,40.0,0,N,MELBOURNE_CBD,STREET,4,15.0
63019,1,5,130,5,5,80.0,0,N,MELB_URBAN,HIGHWAY,4,18.0
63020,1,6,113,2,3,60.0,0,I,LARGE_PROVINCIAL_CITIES,AVENUE,4,19.0
63021,4,6,171,5,3,60.0,0,N,MELB_URBAN,DRIVE,4,18.0
63022,1,5,116,1,1,40.0,0,I,MELB_URBAN,STREET,4,15.0
63023,1,6,163,5,3,40.0,0,N,MELBOURNE_CBD,STREET,4,6.0
63024,1,6,130,5,5,60.0,0,N,MELB_URBAN,ROAD,4,17.0
63025,1,6,121,2,1,60.0,0,I,MELB_URBAN,BOULEVARD,4,16.0
63026,1,6,121,2,3,70.0,0,I,MELB_URBAN,ROAD,4,19.0
63027,1,5,111,2,1,60.0,0,I,MELB_URBAN,OTHER,4,13.0
63028,1,6,130,5,3,60.0,0,N,MELB_URBAN,STREET,4,17.0
63029,1,6,110,1,3,50.0,0,I,LARGE_PROVINCIAL_CITIES,STREET,4,21.0
63030,1,6,113,1,3,80.0,0,I,MELB_URBAN,HIGHWAY,4,18.0
63031,2,6,100,1,1,60.0,0,I,MELB_URBAN,ROAD,4,15.0
63032,1,6,121,2,1,60.0,0,I,MELB_URBAN,ROAD,3,10.0
63033,1,5,120,2,3,40.0,0,I,MELB_URBAN,ROAD,4,18.0
63034,1,6,120,2,1,100.0,1,N,RURAL_VICTORIA,ROAD,4,16.0
63035,2,6,99,2,3,60.0,0,I,MELB_URBAN,ROAD,4,18.0
63036,4,7,171,2,3,60.0,0,I,MELB_URBAN,STREET,4,2.0
63037,1,7,130,5,2,60.0,0,N,MELB_URBAN,UNKNOWN,7,18.0
63038,4,6,171,5,1,60.0,0,N,MELB_URBAN,ROAD,4,13.0
63039,8,6,174,5,1,100.0,0,N,RURAL_VICTORIA,ROAD,3,16.0
63040,1,7,120,5,3,60.0,1,N,MELB_URBAN,STREET,4,0.0
63041,1,7,113,1,1,80.0,0,I,MELB_URBAN,ROAD,4,6.0
63042,1,2,140,1,9,60.0,0,I,MELB_URBAN,ROAD,4,18.0
63043,1,6,130,2,1,80.0,0,I,MELB_URBAN,ROAD,4,13.0
63044,1,6,110,1,1,50.0,0,I,MELB_URBAN,ROAD,4,15.0
